id_meta;data_meta;id_vendedor;valor_meta
218;2023-02-01;7;49897.92
219;2023-03-01;7;45960.72
220;2023-04-01;7;57477.09
221;2023-05-01;7;45686.98
222;2023-06-01;7;51964.98
223;2023-07-01;7;52062.0
224;2023-08-01;7;54628.89
225;2023-09-01;7;48090.75
226;2023-10-01;7;45330.69
227;2023-11-01;7;85851.13
228;2023-12-01;7;95600.12
229;2024-01-01;7;65612.13
230;2024-02-01;7;65198.98
231;2024-03-01;7;65308.34
232;2024-04-01;7;68783.05
233;2024-05-01;7;56741.23
234;2024-06-01;7;64860.26
235;2024-07-01;7;67603.46
236;2024-08-01;7;58446.23
237;2024-09-01;7;62296.25
238;2024-10-01;7;66409.37
239;2024-11-01;7;112158.59
240;2024-12-01;7;118635.5
241;2025-01-01;7;67374.57
242;2025-02-01;7;71945.79
243;2025-03-01;7;67618.75
244;2025-04-01;7;71815.54
245;2025-05-01;7;78106.52
246;2025-06-01;7;69563.84
247;2025-07-01;7;76113.68
248;2025-08-01;7;64244.41
249;2025-09-01;7;70424.24
250;2025-10-01;7;76873.91
251;2025-11-01;7;119676.92
252;2025-12-01;7;121309.42
253;2023-01-01;8;65245.71
254;2023-02-01;8;65765.63
255;2023-03-01;8;67315.29
256;2023-04-01;8;68990.2
257;2023-05-01;8;80439.11
258;2023-06-01;8;70039.8
259;2023-07-01;8;78814.22
260;2023-08-01;8;78934.02
261;2023-09-01;8;66766.55
262;2023-10-01;8;69610.0
263;2023-11-01;8;118095.28
264;2023-12-01;8;114234.87
265;2024-01-01;8;78823.86
266;2024-02-01;8;89714.95
267;2024-03-01;8;79355.57
268;2024-04-01;8;92892.52
269;2024-05-01;8;81043.35
270;2024-06-01;8;78291.63
271;2024-07-01;8;75635.82
272;2024-08-01;8;88505.98
273;2024-09-01;8;96242.27
274;2024-10-01;8;75650.01
275;2024-11-01;8;170787.82
276;2024-12-01;8;167156.05
277;2025-01-01;8;101604.06
278;2025-02-01;8;95688.89
279;2025-03-01;8;91881.42
280;2025-04-01;8;93846.31
281;2025-05-01;8;104317.79
282;2025-06-01;8;107566.59
283;2025-07-01;8;99145.1
284;2025-08-01;8;95871.48
285;2025-09-01;8;97977.08
286;2025-10-01;8;112278.49
287;2025-11-01;8;164818.22
288;2025-12-01;8;193702.55
289;2023-01-01;9;55151.87
290;2023-02-01;9;48127.38
291;2023-03-01;9;49108.54
292;2023-04-01;9;47452.08
293;2023-05-01;9;56947.5
294;2023-06-01;9;48068.61
295;2023-07-01;9;52830.08
296;2023-08-01;9;45795.72
297;2023-09-01;9;52326.73
298;2023-10-01;9;53281.4
299;2023-11-01;9;96883.07
300;2023-12-01;9;101179.59
301;2024-01-01;9;61860.73
302;2024-02-01;9;56404.35
303;2024-03-01;9;58499.19
304;2024-04-01;9;61480.51
305;2024-05-01;9;58064.04
306;2024-06-01;9;61900.48
307;2024-07-01;9;63141.22
308;2024-08-01;9;60348.89
309;2024-09-01;9;66567.52
310;2024-10-01;9;56013.34
311;2024-11-01;9;114004.31
312;2024-12-01;9;99519.68
313;2025-01-01;9;70968.12
314;2025-02-01;9;73754.06
315;2025-03-01;9;74144.4
316;2025-04-01;9;78534.85
317;2025-05-01;9;69444.68
318;2025-06-01;9;75854.9
319;2025-07-01;9;72759.0
320;2025-08-01;9;69463.82
321;2025-09-01;9;66617.1
322;2025-10-01;9;71353.82
323;2025-11-01;9;133974.18
324;2025-12-01;9;117757.86
325;2023-01-01;10;63632.16
326;2023-02-01;10;80155.31
327;2023-03-01;10;78419.76
328;2023-04-01;10;73821.12
329;2023-05-01;10;69502.43
330;2023-06-01;10;64165.65
331;2023-07-01;10;70945.15
332;2023-08-01;10;72865.47
333;2023-09-01;10;73559.23
334;2023-10-01;10;70490.26
335;2023-11-01;10;133950.1
336;2023-12-01;10;132772.63
337;2024-01-01;10;87374.07
338;2024-02-01;10;81896.88
339;2024-03-01;10;90489.51
340;2024-04-01;10;81869.4
341;2024-05-01;10;88066.61
342;2024-06-01;10;77943.82
343;2024-07-01;10;85301.75
344;2024-08-01;10;93054.42
345;2024-09-01;10;76864.35
346;2024-10-01;10;90762.48
347;2024-11-01;10;152956.72
348;2024-12-01;10;138915.22
349;2025-01-01;10;109615.96
350;2025-02-01;10;100255.22
351;2025-03-01;10;112296.1
352;2025-04-01;10;107690.44
353;2025-05-01;10;111212.18
354;2025-06-01;10;110772.27
355;2025-07-01;10;103516.18
356;2025-08-01;10;96818.97
357;2025-09-01;10;107856.94
358;2025-10-01;10;103675.1
359;2025-11-01;10;160869.08
360;2025-12-01;10;193251.83
361;2023-01-01;11;67322.16
362;2023-02-01;11;63144.66
363;2023-03-01;11;71299.93
364;2023-04-01;11;80010.85
365;2023-05-01;11;65064.72
366;2023-06-01;11;70599.38
367;2023-07-01;11;77490.22
368;2023-08-01;11;63763.94
369;2023-09-01;11;75632.92
370;2023-10-01;11;70238.34
371;2023-11-01;11;127327.03
372;2023-12-01;11;137960.26
373;2024-01-01;11;76618.95
374;2024-02-01;11;95499.04
375;2024-03-01;11;91216.68
376;2024-04-01;11;82786.5
377;2024-05-01;11;91752.85
378;2024-06-01;11;85469.18
379;2024-07-01;11;85075.08
380;2024-08-01;11;86377.75
381;2024-09-01;11;96511.92
382;2024-10-01;11;79708.0
383;2024-11-01;11;153328.4
384;2024-12-01;11;163777.77
385;2025-01-01;11;95552.98
386;2025-02-01;11;105663.91
387;2025-03-01;11;106746.76
388;2025-04-01;11;111608.97
389;2025-05-01;11;102432.13
390;2025-06-01;11;98110.18
391;2025-07-01;11;106556.76
392;2025-08-01;11;103063.83
393;2025-09-01;11;103825.26
394;2025-10-01;11;102959.89
395;2025-11-01;11;189880.11
396;2025-12-01;11;178393.23
397;2023-01-01;12;49782.97
398;2023-02-01;12;52405.83
399;2023-03-01;12;50133.66
400;2023-04-01;12;51004.54
401;2023-05-01;12;55975.14
402;2023-06-01;12;47630.38
403;2023-07-01;12;56528.02
404;2023-08-01;12;45930.07
405;2023-09-01;12;56311.15
406;2023-10-01;12;52437.62
407;2023-11-01;12;96199.69
408;2023-12-01;12;96815.5
409;2024-01-01;12;67457.25
410;2024-02-01;12;63495.14
411;2024-03-01;12;62339.62
412;2024-04-01;12;62454.82
413;2024-05-01;12;67670.94
414;2024-06-01;12;63681.5
415;2024-07-01;12;55766.39
416;2024-08-01;12;64816.69
417;2024-09-01;12;59771.13
418;2024-10-01;12;65208.62
419;2024-11-01;12;116241.78
420;2024-12-01;12;109953.5
421;2025-01-01;12;79179.64
422;2025-02-01;12;72969.17
423;2025-03-01;12;65134.71
424;2025-04-01;12;74092.03
425;2025-05-01;12;79726.8
426;2025-06-01;12;72269.51
427;2025-07-01;12;72055.75
428;2025-08-01;12;77668.96
429;2025-09-01;12;65321.16
430;2025-10-01;12;76419.32
431;2025-11-01;12;130289.95
432;2025-12-01;12;139853.85
433;2023-01-01;13;68155.83
434;2023-02-01;13;75546.17
435;2023-03-01;13;70530.77
436;2023-04-01;13;64133.58
437;2023-05-01;13;73275.9
438;2023-06-01;13;65923.05
439;2023-07-01;13;75213.98
440;2023-08-01;13;76919.86
441;2023-09-01;13;64159.87
442;2023-10-01;13;71104.76
443;2023-11-01;13;114227.46
444;2023-12-01;13;126549.97
445;2024-01-01;13;79615.27
446;2024-02-01;13;80659.27
447;2024-03-01;13;94483.55
448;2024-04-01;13;92776.73
449;2024-05-01;13;89054.1
450;2024-06-01;13;83283.27
451;2024-07-01;13;78452.17
452;2024-08-01;13;92189.47
453;2024-09-01;13;89080.36
454;2024-10-01;13;85131.77
455;2024-11-01;13;147744.41
456;2024-12-01;13;168776.24
457;2025-01-01;13;92177.46
458;2025-02-01;13;108582.55
459;2025-03-01;13;88835.8
460;2025-04-01;13;104213.66
461;2025-05-01;13;103362.21
462;2025-06-01;13;96296.99
463;2025-07-01;13;106613.83
464;2025-08-01;13;93204.88
465;2025-09-01;13;111891.98
466;2025-10-01;13;96976.29
467;2025-11-01;13;202397.2
468;2025-12-01;13;168721.94
469;2023-01-01;14;33282.06
470;2023-02-01;14;40074.41
471;2023-03-01;14;32510.03
472;2023-04-01;14;33441.28
473;2023-05-01;14;32188.86
474;2023-06-01;14;34872.79
475;2023-07-01;14;38247.59
476;2023-08-01;14;34385.44
477;2023-09-01;14;32382.76
478;2023-10-01;14;36602.31
479;2023-11-01;14;63920.92
480;2023-12-01;14;72219.16
481;2024-01-01;14;46428.49
482;2024-02-01;14;47629.16
483;2024-03-01;14;45854.25
484;2024-04-01;14;40121.98
485;2024-05-01;14;39615.1
486;2024-06-01;14;46442.54
487;2024-07-01;14;47183.78
488;2024-08-01;14;43598.27
489;2024-09-01;14;40358.35
490;2024-10-01;14;44518.43
491;2024-11-01;14;81418.41
492;2024-12-01;14;79190.22
493;2025-01-01;14;46685.77
494;2025-02-01;14;48400.77
495;2025-03-01;14;45237.87
496;2025-04-01;14;45547.43
497;2025-05-01;14;45524.94
498;2025-06-01;14;44202.11
499;2025-07-01;14;47819.68
500;2025-08-01;14;49891.85
501;2025-09-01;14;55748.23
502;2025-10-01;14;44970.33
503;2025-11-01;14;91447.1
504;2025-12-01;14;98889.23
505;2023-01-01;15;45134.3
506;2023-02-01;15;51450.43
507;2023-03-01;15;54812.8
508;2023-04-01;15;51057.5
509;2023-05-01;15;47478.61
510;2023-06-01;15;51210.93
511;2023-07-01;15;50561.52
512;2023-08-01;15;52494.84
513;2023-09-01;15;47334.25
514;2023-10-01;15;46401.71
515;2023-11-01;15;90296.77
516;2023-12-01;15;103026.05
517;2024-01-01;15;60292.06
518;2024-02-01;15;66523.77
519;2024-03-01;15;61786.93
520;2024-04-01;15;68072.43
521;2024-05-01;15;59707.51
522;2024-06-01;15;68715.57
523;2024-07-01;15;55607.71
524;2024-08-01;15;65657.72
525;2024-09-01;15;63927.87
526;2024-10-01;15;55215.53
527;2024-11-01;15;118840.16
528;2024-12-01;15;106660.68
529;2025-01-01;15;68275.92
530;2025-02-01;15;65094.8
531;2025-03-01;15;65180.46
532;2025-04-01;15;64967.86
533;2025-05-01;15;80276.17
534;2025-06-01;15;76345.23
535;2025-07-01;15;76831.34
536;2025-08-01;15;75642.34
537;2025-09-01;15;79450.81
538;2025-10-01;15;71599.19
539;2025-11-01;15;141643.37
540;2025-12-01;15;132696.94
541;2023-01-01;16;71564.65
542;2023-02-01;16;67983.79
543;2023-03-01;16;72595.79
544;2023-04-01;16;76781.68
545;2023-05-01;16;69543.48
546;2023-06-01;16;71820.6
547;2023-07-01;16;78171.13
548;2023-08-01;16;74037.1
549;2023-09-01;16;68804.62
550;2023-10-01;16;70579.51
551;2023-11-01;16;134387.35
552;2023-12-01;16;118375.89
553;2024-01-01;16;88482.17
554;2024-02-01;16;85161.82
555;2024-03-01;16;85635.55
556;2024-04-01;16;96351.06
557;2024-05-01;16;87978.39
558;2024-06-01;16;83519.17
559;2024-07-01;16;93744.27
560;2024-08-01;16;92920.28
561;2024-09-01;16;89715.43
562;2024-10-01;16;76864.81
563;2024-11-01;16;165608.08
564;2024-12-01;16;166355.67
565;2025-01-01;16;112397.4
566;2025-02-01;16;93413.73
567;2025-03-01;16;97214.32
568;2025-04-01;16;99836.15
569;2025-05-01;16;98061.62
570;2025-06-01;16;96972.84
571;2025-07-01;16;95414.15
572;2025-08-01;16;93309.66
573;2025-09-01;16;107510.41
574;2025-10-01;16;88973.59
575;2025-11-01;16;170123.65
576;2025-12-01;16;159122.82
577;2023-01-01;17;65297.28
578;2023-02-01;17;77704.06
579;2023-03-01;17;75284.38
580;2023-04-01;17;77181.3
581;2023-05-01;17;67698.99
582;2023-06-01;17;65329.51
583;2023-07-01;17;64506.21
584;2023-08-01;17;66703.34
585;2023-09-01;17;75621.39
586;2023-10-01;17;80258.83
587;2023-11-01;17;116598.54
588;2023-12-01;17;138430.5
589;2024-01-01;17;78581.46
590;2024-02-01;17;94416.58
591;2024-03-01;17;78844.89
592;2024-04-01;17;83024.04
593;2024-05-01;17;79964.49
594;2024-06-01;17;95137.57
595;2024-07-01;17;86170.74
596;2024-08-01;17;90235.6
597;2024-09-01;17;92144.93
598;2024-10-01;17;90442.12
599;2024-11-01;17;173370.9
600;2024-12-01;17;156785.83
601;2025-01-01;17;101441.25
602;2025-02-01;17;101692.46
603;2025-03-01;17;91980.25
604;2025-04-01;17;103705.12
605;2025-05-01;17;102798.37
606;2025-06-01;17;88295.36
607;2025-07-01;17;89689.82
608;2025-08-01;17;104243.89
609;2025-09-01;17;102722.53
610;2025-10-01;17;103145.89
611;2025-11-01;17;160047.46
612;2025-12-01;17;172499.05
613;2023-01-01;18;50359.75
614;2023-02-01;18;53362.98
615;2023-03-01;18;48728.62
616;2023-04-01;18;50386.5
617;2023-05-01;18;48261.35
618;2023-06-01;18;45140.11
619;2023-07-01;18;47905.01
620;2023-08-01;18;50178.44
621;2023-09-01;18;57334.46
622;2023-10-01;18;55106.28
623;2023-11-01;18;87861.04
624;2023-12-01;18;81424.25
625;2024-01-01;18;67804.26
626;2024-02-01;18;66175.43
627;2024-03-01;18;66432.0
628;2024-04-01;18;54662.18
629;2024-05-01;18;66545.57
630;2024-06-01;18;62729.57
631;2024-07-01;18;55215.91
632;2024-08-01;18;60987.67
633;2024-09-01;18;64008.25
634;2024-10-01;18;65759.26
635;2024-11-01;18;118656.4
636;2024-12-01;18;117891.46
637;2025-01-01;18;63895.09
638;2025-02-01;18;75958.69
639;2025-03-01;18;65931.77
640;2025-04-01;18;67304.71
641;2025-05-01;18;74292.85
642;2025-06-01;18;71193.53
643;2025-07-01;18;77185.68
644;2025-08-01;18;73776.47
645;2025-09-01;18;65929.31
646;2025-10-01;18;63058.59
647;2025-11-01;18;130743.37
648;2025-12-01;18;129390.86
649;2023-01-01;19;53114.49
650;2023-02-01;19;53494.8
651;2023-03-01;19;54170.46
652;2023-04-01;19;51911.0
653;2023-05-01;19;50576.9
654;2023-06-01;19;52101.57
655;2023-07-01;19;57010.31
656;2023-08-01;19;48379.8
657;2023-09-01;19;48739.14
658;2023-10-01;19;48125.87
659;2023-11-01;19;98659.63
660;2023-12-01;19;101364.95
661;2024-01-01;19;68697.76
662;2024-02-01;19;56450.47
663;2024-03-01;19;54234.13
664;2024-04-01;19;62895.85
665;2024-05-01;19;57655.66
666;2024-06-01;19;67193.14
667;2024-07-01;19;58653.03
668;2024-08-01;19;67154.32
669;2024-09-01;19;66998.26
670;2024-10-01;19;59834.68
671;2024-11-01;19;103335.23
672;2024-12-01;19;99278.38
673;2025-01-01;19;65117.93
674;2025-02-01;19;68653.6
675;2025-03-01;19;68550.27
676;2025-04-01;19;68285.22
677;2025-05-01;19;78321.61
678;2025-06-01;19;80126.14
679;2025-07-01;19;67955.2
680;2025-08-01;19;73903.6
681;2025-09-01;19;65975.11
682;2025-10-01;19;71979.43
683;2025-11-01;19;129821.42
684;2025-12-01;19;123997.8
685;2023-01-01;20;71595.84
686;2023-02-01;20;77540.07
687;2023-03-01;20;76672.44
688;2023-04-01;20;64302.86
689;2023-05-01;20;69364.2
690;2023-06-01;20;63169.28
691;2023-07-01;20;74554.26
692;2023-08-01;20;70125.44
693;2023-09-01;20;75620.35
694;2023-10-01;20;76733.37
695;2023-11-01;20;116801.16
696;2023-12-01;20;138747.7
697;2024-01-01;20;82304.0
698;2024-02-01;20;81587.24
699;2024-03-01;20;80604.36
700;2024-04-01;20;79318.03
701;2024-05-01;20;90068.85
702;2024-06-01;20;77259.95
703;2024-07-01;20;76408.02
704;2024-08-01;20;84595.79
705;2024-09-01;20;95335.51
706;2024-10-01;20;75822.77
707;2024-11-01;20;170286.31
708;2024-12-01;20;152973.46
709;2025-01-01;20;97857.04
710;2025-02-01;20;94922.77
711;2025-03-01;20;92372.82
712;2025-04-01;20;108134.5
713;2025-05-01;20;111538.14
714;2025-06-01;20;104315.03
715;2025-07-01;20;94453.44
716;2025-08-01;20;99002.91
717;2025-09-01;20;103192.92
718;2025-10-01;20;96925.66
719;2025-11-01;20;169492.16
720;2025-12-01;20;172643.32
721;2023-01-01;21;57248.76
722;2023-02-01;21;47112.42
723;2023-03-01;21;51656.48
724;2023-04-01;21;49507.85
725;2023-05-01;21;46467.08
726;2023-06-01;21;49308.89
727;2023-07-01;21;52114.22
728;2023-08-01;21;56058.57
729;2023-09-01;21;46584.42
730;2023-10-01;21;54179.03
731;2023-11-01;21;86458.74
732;2023-12-01;21;87010.9
733;2024-01-01;21;63985.68
734;2024-02-01;21;55035.32
735;2024-03-01;21;59315.3
736;2024-04-01;21;59971.62
737;2024-05-01;21;59491.91
738;2024-06-01;21;64697.07
739;2024-07-01;21;66569.67
740;2024-08-01;21;64081.48
741;2024-09-01;21;66833.29
742;2024-10-01;21;66944.43
743;2024-11-01;21;113053.45
744;2024-12-01;21;101887.1
745;2025-01-01;21;76098.14
746;2025-02-01;21;69164.24
747;2025-03-01;21;65201.03
748;2025-04-01;21;75450.71
749;2025-05-01;21;79956.87
750;2025-06-01;21;76053.19
751;2025-07-01;21;73371.02
752;2025-08-01;21;71702.56
753;2025-09-01;21;67259.64
754;2025-10-01;21;69030.3
755;2025-11-01;21;127849.61
756;2025-12-01;21;143584.84
757;2023-01-01;22;99771.25
758;2023-02-01;22;95369.23
759;2023-03-01;22;88779.03
760;2023-04-01;22;91747.25
761;2023-05-01;22;97830.18
762;2023-06-01;22;78950.87
763;2023-07-01;22;81460.27
764;2023-08-01;22;81639.38
765;2023-09-01;22;93275.62
766;2023-10-01;22;95862.73
767;2023-11-01;22;174665.99
768;2023-12-01;22;175457.21
769;2024-01-01;22;105782.16
770;2024-02-01;22;118543.2
771;2024-03-01;22;99264.61
772;2024-04-01;22;105045.25
773;2024-05-01;22;119553.99
774;2024-06-01;22;108571.89
775;2024-07-01;22;106804.83
776;2024-08-01;22;108205.41
777;2024-09-01;22;113841.53
778;2024-10-01;22;114001.72
779;2024-11-01;22;197591.85
780;2024-12-01;22;181583.89
781;2025-01-01;22;137773.32
782;2025-02-01;22;118276.74
783;2025-03-01;22;118374.42
784;2025-04-01;22;121484.77
785;2025-05-01;22;115971.99
786;2025-06-01;22;132638.11
787;2025-07-01;22;112569.29
788;2025-08-01;22;118731.71
789;2025-09-01;22;119711.66
790;2025-10-01;22;111316.45
791;2025-11-01;22;198865.75
792;2025-12-01;22;249772.36
793;2023-01-01;23;97128.11
794;2023-02-01;23;80891.86
795;2023-03-01;23;100170.29
796;2023-04-01;23;80027.94
797;2023-05-01;23;99641.67
798;2023-06-01;23;100349.9
799;2023-07-01;23;91931.54
800;2023-08-01;23;92563.39
801;2023-09-01;23;83565.65
802;2023-10-01;23;86352.72
803;2023-11-01;23;145679.29
804;2023-12-01;23;177886.93
805;2024-01-01;23;111030.09
806;2024-02-01;23;104316.7
807;2024-03-01;23;99503.54
808;2024-04-01;23;101329.0
809;2024-05-01;23;109265.98
810;2024-06-01;23;100739.34
811;2024-07-01;23;119091.29
812;2024-08-01;23;99408.28
813;2024-09-01;23;113349.1
814;2024-10-01;23;100540.22
815;2024-11-01;23;201910.39
816;2024-12-01;23;203343.71
817;2025-01-01;23;116584.28
818;2025-02-01;23;137647.19
819;2025-03-01;23;110800.26
820;2025-04-01;23;132733.69
821;2025-05-01;23;129293.29
822;2025-06-01;23;116657.76
823;2025-07-01;23;119979.85
824;2025-08-01;23;126317.14
825;2025-09-01;23;114723.94
826;2025-10-01;23;112440.09
827;2025-11-01;23;221794.1
828;2025-12-01;23;241832.42
829;2023-01-01;24;82057.2
830;2023-02-01;24;82811.93
831;2023-03-01;24;84911.04
832;2023-04-01;24;95588.27
833;2023-05-01;24;100349.27
834;2023-06-01;24;92617.72
835;2023-07-01;24;86472.13
836;2023-08-01;24;86676.18
837;2023-09-01;24;78805.71
838;2023-10-01;24;98573.9
839;2023-11-01;24;165697.27
840;2023-12-01;24;169544.94
841;2024-01-01;24;120415.97
842;2024-02-01;24;118810.06
843;2024-03-01;24;102826.46
844;2024-04-01;24;96706.48
845;2024-05-01;24;119299.84
846;2024-06-01;24;96897.87
847;2024-07-01;24;105682.93
848;2024-08-01;24;106861.23
849;2024-09-01;24;106320.83
850;2024-10-01;24;117393.83
851;2024-11-01;24;216051.12
852;2024-12-01;24;195282.96
853;2025-01-01;24;128639.21
854;2025-02-01;24;115223.93
855;2025-03-01;24;127646.7
856;2025-04-01;24;126479.12
857;2025-05-01;24;139516.69
858;2025-06-01;24;122027.48
859;2025-07-01;24;116236.67
860;2025-08-01;24;137058.58
861;2025-09-01;24;134916.96
862;2025-10-01;24;118890.27
863;2025-11-01;24;229444.46
864;2025-12-01;24;206955.45
865;2023-01-01;25;95701.29
866;2023-02-01;25;92524.15
867;2023-03-01;25;99460.91
868;2023-04-01;25;83533.43
869;2023-05-01;25;80460.32
870;2023-06-01;25;97674.6
871;2023-07-01;25;87737.96
872;2023-08-01;25;92404.26
